run_id	Step	normalized_median_absolute_error
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	0	0.1800948383598525
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	1	0.16731543795178067
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	2	0.16890770772728608
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	3	0.14919060208957746
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	4	0.1455520585404913
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	5	0.13860995258139397
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	6	0.13314007427751823
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	7	0.13373628473752644
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	8	0.13132315265779265
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	9	0.12663273031631994
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	10	0.13276762954719087
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	11	0.1315793241241699
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	12	0.1361020969234838
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	13	0.1281419440710214
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	14	0.12811695839577458
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	15	0.13032564364972674
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	16	0.12197341840032912
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	17	0.13104111571462154
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	18	0.12843931814174894
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	19	0.11958242196682534
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	20	0.13134320731223553
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	21	0.1256518910510696
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	22	0.12053849823328044
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	23	0.12264128935634108
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	24	0.12453452127776798
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	25	0.12379021720366126
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	26	0.12393737649491654
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	27	0.13019143976624942
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	28	0.12676386608559592
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	29	0.12418915010137517
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	30	0.1216890181024477
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	31	0.12501240101228256
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	32	0.12261244816459509
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	33	0.11829860613723849
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	34	0.1285698616375764
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	35	0.12627128052274328
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	36	0.12448919628952164
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	37	0.1275977343015397
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	38	0.12636768794810765
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	39	0.12754310166718089
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	40	0.1172381944750529
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	41	0.12168668573878998
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	42	0.12162236323533733
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	43	0.11804649392483546
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	44	0.1213411733809356
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	45	0.1262582321418077
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	46	0.12783424309289787
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	47	0.12278793442568758
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	48	0.11704337324062648
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	49	0.12559856578000117
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	50	0.11925531255509521
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	51	0.12388524036201223
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	52	0.11636045899814881
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	53	0.12506160332554656
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	54	0.12125167810810414
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	55	0.11955058152988363
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	56	0.12016791181828868
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	57	0.11665934130009989
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	58	0.1253219063583539
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	59	0.12280919428772918
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	60	0.12140886472658088
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	61	0.12091483061897626
AutoML_5424361e-6a03-4289-8b7f-990aaed59567_HD_3	62	0.12617136192590797
